Student Country,Type of Answer,Question Level,Topic,Subtopic
Portugal,1,Advanced,Linear Algebra,Matrices and Determinants
Portugal,1,Advanced,Linear Algebra,Matrices and Determinants
Italy,0,Advanced,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Ireland,1,Basic,Linear Algebra,Matrices and Determinants
Ireland,1,Basic,Linear Algebra,Matrices and Determinants
Lithuania,0,Advanced,Linear Algebra,Matrices and Determinants
Portugal,0,Advanced,Linear Algebra,Matrices and Determinants
Portugal,1,Advanced,Linear Algebra,Matrices and Determinants
Italy,1,Advanced,Linear Algebra,Matrices and Determinants
Lithuania,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Italy,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Lithuania,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Italy,0,Basic,Linear Algebra,Matrices and Determinants
Ireland,0,Basic,Linear Algebra,Matrices and Determinants
Ireland,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Lithuania,0,Basic,Linear Algebra,Matrices and Determinants
Italy,1,Basic,Linear Algebra,Matrices and Determinants
Italy,1,Basic,Linear Algebra,Matrices and Determinants
Ireland,1,Basic,Linear Algebra,Matrices and Determinants
Ireland,0,Basic,Linear Algebra,Matrices and Determinants
Ireland,0,Basic,Linear Algebra,Matrices and Determinants
Ireland,0,Basic,Linear Algebra,Matrices and Determinants
Lithuania,0,Advanced,Linear Algebra,Matrices and Determinants
Portugal,1,Advanced,Linear Algebra,Matrices and Determinants
Portugal,0,Advanced,Linear Algebra,Matrices and Determinants
Italy,0,Advanced,Linear Algebra,Matrices and Determinants
Lithuania,0,Advanced,Linear Algebra,Matrices and Determinants
Portugal,1,Advanced,Linear Algebra,Matrices and Determinants
Portugal,1,Advanced,Linear Algebra,Matrices and Determinants
Italy,1,Advanced,Linear Algebra,Matrices and Determinants
Lithuania,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Lithuania,1,Basic,Linear Algebra,Matrices and Determinants
Italy,1,Basic,Linear Algebra,Matrices and Determinants
Ireland,1,Basic,Linear Algebra,Matrices and Determinants
Ireland,1,Basic,Linear Algebra,Matrices and Determinants
Ireland,0,Basic,Linear Algebra,Matrices and Determinants
Lithuania,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Ireland,1,Basic,Linear Algebra,Matrices and Determinants
Lithuania,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Lithuania,0,Basic,Linear Algebra,Matrices and Determinants
Italy,1,Basic,Linear Algebra,Matrices and Determinants
Lithuania,0,Basic,Linear Algebra,Matrices and Determinants
Lithuania,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Lithuania,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Lithuania,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Italy,1,Basic,Linear Algebra,Matrices and Determinants
Ireland,0,Basic,Linear Algebra,Matrices and Determinants
Ireland,0,Basic,Linear Algebra,Matrices and Determinants
Ireland,0,Basic,Linear Algebra,Matrices and Determinants
Lithuania,0,Advanced,Linear Algebra,Matrices and Determinants
Portugal,0,Advanced,Linear Algebra,Matrices and Determinants
Italy,0,Advanced,Linear Algebra,Matrices and Determinants
Portugal,1,Advanced,Linear Algebra,Matrices and Determinants
Italy,1,Advanced,Linear Algebra,Matrices and Determinants
Lithuania,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Linear Algebra,Matrices and Determinants
Portugal,1,Basic,Linear Algebra,Matrices and Determinants
Ireland,1,Basic,Linear Algebra,Matrices and Determinants
Portugal,0,Basic,Differentiation,Derivatives
Italy,1,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Lithuania,1,Basic,Differentiation,Derivatives
Lithuania,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Lithuania,1,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Romania,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Spain,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Lithuania,1,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Spain,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differential Equations,Differential Equations
Portugal,0,Basic,Differential Equations,Differential Equations
Portugal,0,Basic,Differential Equations,Differential Equations
Portugal,1,Basic,Differential Equations,Differential Equations
Portugal,1,Basic,Differential Equations,Differential Equations
Spain,0,Basic,Differential Equations,Differential Equations
Portugal,1,Basic,Differentiation,Derivatives
Lithuania,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Portugal,1,Basic,Differentiation,Derivatives
Spain,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Portugal,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Italy,0,Basic,Differentiation,Derivatives
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Lithuania,0,Basic,Differentiation,Partial Differentiation
Portugal,0,Basic,Differentiation,Partial Differentiation
Lithuania,1,Basic,Differentiation,Partial Differentiation
Lithuania,1,Basic,Differentiation,Partial Differentiation
Lithuania,1,Basic,Differentiation,Partial Differentiation
Spain,1,Basic,Differentiation,Partial Differentiation
Lithuania,1,Advanced,Differentiation,Partial Differentiation
Spain,1,Basic,Differentiation,Partial Differentiation
Portugal,1,Advanced,Differentiation,Partial Differentiation
Portugal,1,Basic,Optimization,Nonlinear Optimization
Portugal,0,Basic,Optimization,Nonlinear Optimization
Italy,1,Basic,Optimization,Nonlinear Optimization
Italy,0,Basic,Optimization,Nonlinear Optimization
Italy,0,Basic,Optimization,Nonlinear Optimization
Portugal,0,Basic,Optimization,Nonlinear Optimization
Portugal,1,Basic,Optimization,Nonlinear Optimization
Portugal,0,Basic,Differential Equations,Differential Equations
Portugal,1,Basic,Differential Equations,Differential Equations
Portugal,0,Basic,Differential Equations,Differential Equations
Portugal,0,Basic,Differential Equations,Differential Equations
Portugal,1,Basic,Differential Equations,Differential Equations
Portugal,1,Basic,Differential Equations,Differential Equations
Portugal,1,Basic,Differential Equations,Differential Equations
Portugal,0,Basic,Differential Equations,Differential Equations
Portugal,1,Basic,Differential Equations,Differential Equations
Spain,1,Basic,Differential Equations,Differential Equations
Portugal,1,Basic,Differential Equations,Differential Equations
Portugal,0,Basic,Differential Equations,Differential Equations
Portugal,1,Basic,Differential Equations,Differential Equations
Portugal,0,Basic,Differential Equations,Differential Equations
Portugal,1,Basic,Differential Equations,Differential Equations
Portugal,1,Basic,Differential Equations,Differential Equations
Portugal,0,Basic,Differential Equations,Differential Equations
Lithuania,1,Basic,Differential Equations,Differential Equations
Spain,1,Basic,Differential Equations,Differential Equations
Portugal,1,Basic,Differential Equations,Differential Equations
Portugal,0,Basic,Differential Equations,Differential Equations
Spain,1,Basic,Differential Equations,Differential Equations
Portugal,1,Basic,Differential Equations,Differential Equations
Portugal,1,Basic,Differential Equations,Differential Equations
Portugal,1,Basic,Differential Equations,Differential Equations
Portugal,1,Basic,Differential Equations,Differential Equations
Spain,0,Basic,Differential Equations,Differential Equations
Spain,0,Basic,Differential Equations,Differential Equations
Portugal,1,Basic,Differential Equations,Differential Equations
Portugal,1,Basic,Differential Equations,Differential Equations
Portugal,1,Basic,Differential Equations,Differential Equations
Lithuania,0,Basic,Differential Equations,Differential Equations
Spain,1,Basic,Differential Equations,Differential Equations
Portugal,1,Basic,Differential Equations,Differential Equations
Portugal,0,Basic,Differential Equations,Differential Equations
Spain,1,Basic,Differential Equations,Differential Equations
Spain,1,Basic,Differential Equations,Differential Equations
Portugal,1,Basic,Differential Equations,Differential Equations
Portugal,1,Basic,Differential Equations,Differential Equations
Spain,1,Basic,Differential Equations,Differential Equations
Portugal,0,Basic,Differential Equations,Differential Equations
Lithuania,0,Advanced,Differentiation,Partial Differentiation
Portugal,1,Advanced,Differentiation,Partial Differentiation
Ireland,1,Basic,Statistics,Statistics
Ireland,1,Basic,Statistics,Statistics
Ireland,0,Basic,Statistics,Statistics
Portugal,0,Basic,Statistics,Statistics
Portugal,0,Basic,Statistics,Statistics
Portugal,1,Basic,Statistics,Statistics
Portugal,0,Basic,Statistics,Statistics
Portugal,0,Basic,Statistics,Statistics
Portugal,0,Basic,Statistics,Statistics
Portugal,1,Basic,Statistics,Statistics
Portugal,0,Basic,Statistics,Statistics
Portugal,1,Basic,Statistics,Statistics
Portugal,0,Basic,Statistics,Statistics
Portugal,1,Basic,Statistics,Statistics
Portugal,1,Basic,Statistics,Statistics
Portugal,1,Basic,Statistics,Statistics
Portugal,0,Basic,Statistics,Statistics
Italy,0,Basic,Statistics,Statistics
Italy,0,Basic,Statistics,Statistics
Italy,0,Basic,Statistics,Statistics
Portugal,0,Basic,Statistics,Statistics
Portugal,1,Basic,Statistics,Statistics
Portugal,0,Basic,Statistics,Statistics
Italy,1,Basic,Statistics,Statistics
Italy,0,Basic,Statistics,Statistics
Italy,0,Basic,Statistics,Statistics
Italy,1,Basic,Statistics,Statistics
Ireland,1,Basic,Statistics,Statistics
Ireland,1,Basic,Statistics,Statistics
Ireland,0,Basic,Statistics,Statistics
Ireland,0,Basic,Statistics,Statistics
Portugal,1,Basic,Statistics,Statistics
Portugal,0,Basic,Statistics,Statistics
Portugal,1,Basic,Statistics,Statistics
Portugal,0,Basic,Statistics,Statistics
Portugal,0,Basic,Statistics,Statistics
Portugal,0,Basic,Statistics,Statistics
Portugal,1,Basic,Statistics,Statistics
Italy,0,Basic,Statistics,Statistics
Italy,1,Basic,Statistics,Statistics
Ireland,1,Basic,Statistics,Statistics
Portugal,1,Basic,Statistics,Statistics
Portugal,1,Basic,Statistics,Statistics
Portugal,1,Basic,Statistics,Statistics
Portugal,1,Basic,Statistics,Statistics
Portugal,1,Basic,Statistics,Statistics
Portugal,0,Basic,Statistics,Statistics
Portugal,1,Basic,Statistics,Statistics
Italy,0,Basic,Statistics,Statistics
Italy,0,Basic,Statistics,Statistics
Ireland,0,Basic,Statistics,Statistics
Ireland,0,Basic,Statistics,Statistics
Portugal,0,Basic,Statistics,Statistics
Portugal,0,Basic,Statistics,Statistics
Ireland,0,Basic,Statistics,Statistics
Italy,1,Basic,Statistics,Statistics
Portugal,0,Basic,Statistics,Statistics
Portugal,1,Basic,Statistics,Statistics
Portugal,1,Basic,Statistics,Statistics
Portugal,0,Basic,Statistics,Statistics
Portugal,0,Basic,Statistics,Statistics
Portugal,1,Basic,Statistics,Statistics
Portugal,0,Basic,Statistics,Statistics
Portugal,0,Basic,Statistics,Statistics
Italy,0,Basic,Statistics,Statistics
Ireland,1,Basic,Statistics,Statistics
Ireland,0,Basic,Statistics,Statistics
Ireland,1,Basic,Statistics,Statistics
Portugal,0,Basic,Statistics,Statistics
Ireland,0,Basic,Statistics,Statistics
Italy,0,Basic,Statistics,Statistics
Portugal,1,Basic,Statistics,Statistics
Portugal,1,Basic,Statistics,Statistics
Portugal,0,Basic,Statistics,Statistics
Portugal,1,Basic,Statistics,Statistics
Italy,0,Basic,Statistics,Statistics
